Vp,	T,	n,	j
7866.666666666666,	23335.555555555555,	1e+27,	-10975659038041.275
7866.666666666666,	26667.777777777774,	1e+27,	-12705162696957.69
7866.666666666666,	30000.0,	1e+27,	-14267117357413.693
8933.333333333334,	10.0,	1e+27,	0
8933.333333333334,	3342.2222222222217,	1e+27,	-782146378035.2723
8933.333333333334,	6674.444444444443,	1e+27,	-2255589605946.9595
8933.333333333334,	10006.666666666666,	1e+27,	-4045311626788.218
8933.333333333334,	13338.888888888887,	1e+27,	-5986241574091.788
8933.333333333334,	16671.11111111111,	1e+27,	-7991852068006.78
8933.333333333334,	20003.333333333332,	1e+27,	-10021919167326.2
8933.333333333334,	23335.555555555555,	1e+27,	-12009375670242.762
8933.333333333334,	26667.777777777774,	1e+27,	-13867395195948.414
8933.333333333334,	30000.0,	1e+27,	-15536684873745.857
10000.0,	10.0,	1e+27,	0
10000.0,	3342.2222222222217,	1e+27,	-862139844654.4368
10000.0,	6674.444444444443,	1e+27,	-2473468411648.04
10000.0,	10006.666666666666,	1e+27,	-4428909953850.821
10000.0,	13338.888888888887,	1e+27,	-6543622850247.162
10000.0,	16671.11111111111,	1e+27,	-8717996674861.976
10000.0,	20003.333333333332,	1e+27,	-10908207308806.438
10000.0,	23335.555555555555,	1e+27,	-13042986051492.021
10000.0,	26667.777777777774,	1e+27,	-15029528010757.73
10000.0,	30000.0,	1e+27,	-16806157815158.293
400.0,	10.0,	1e+28,	0
400.0,	3342.2222222222217,	1e+28,	-161344938012.45413
400.0,	6674.444444444443,	1e+28,	-785006136812.4487
400.0,	10006.666666666666,	1e+28,	-1923521348595.633
400.0,	13338.888888888887,	1e+28,	-3504220371422.25
400.0,	16671.11111111111,	1e+28,	-5368217348816.709
400.0,	20003.333333333332,	1e+28,	-7412376063071.418
400.0,	23335.555555555555,	1e+28,	-9599713198816.691
400.0,	26667.777777777774,	1e+28,	-11915537445056.207
400.0,	30000.0,	1e+28,	-14361864550562.041
1466.6666666666665,	10.0,	1e+28,	0
1466.6666666666665,	3342.2222222222217,	1e+28,	-242522727685.42902
1466.6666666666665,	6674.444444444443,	1e+28,	-1012974326436.5691
1466.6666666666665,	10006.666666666666,	1e+28,	-2338603247602.8213
1466.6666666666665,	13338.888888888887,	1e+28,	-4136513857763.8022
1466.6666666666665,	16671.11111111111,	1e+28,	-6241783942901.209
1466.6666666666665,	20003.333333333332,	1e+28,	-8547227662339.122
1466.6666666666665,	23335.555555555555,	1e+28,	-11012642024682.67
1466.6666666666665,	26667.777777777774,	1e+28,	-13620052503660.158
1466.6666666666665,	30000.0,	1e+28,	-16367780285303.404
2533.3333333333335,	10.0,	1e+28,	0
2533.3333333333335,	3342.2222222222217,	1e+28,	-323700536218.4321
2533.3333333333335,	6674.444444444443,	1e+28,	-1240942528712.8342
2533.3333333333335,	10006.666666666666,	1e+28,	-2753685327471.792
2533.3333333333335,	13338.888888888887,	1e+28,	-4768807649973.808
2533.3333333333335,	16671.11111111111,	1e+28,	-7115351817969.808
2533.3333333333335,	20003.333333333332,	1e+28,	-9682081695035.238
2533.3333333333335,	23335.555555555555,	1e+28,	-12425576507022.668
2533.3333333333335,	26667.777777777774,	1e+28,	-15324573685603.043
2533.3333333333335,	30000.0,	1e+28,	-18373700758745.156
3599.9999999999995,	10.0,	1e+28,	0
3599.9999999999995,	3342.2222222222217,	1e+28,	-404878363466.87
3599.9999999999995,	6674.444444444443,	1e+28,	-1468910735280.6912
3599.9999999999995,	10006.666666666666,	1e+28,	-3168767649250.871
3599.9999999999995,	13338.888888888887,	1e+28,	-5401101923068.546
3599.9999999999995,	16671.11111111111,	1e+28,	-7988920239167.944
3599.9999999999995,	20003.333333333332,	1e+28,	-10816936965477.107
3599.9999999999995,	23335.555555555555,	1e+28,	-13838507740012.342
3599.9999999999995,	26667.777777777774,	1e+28,	-17029097782136.543
3599.9999999999995,	30000.0,	1e+28,	-20379635437374.85
4666.666666666667,	10.0,	1e+28,	0
4666.666666666667,	3342.2222222222217,	1e+28,	-486056209560.7499
4666.666666666667,	6674.444444444443,	1e+28,	-1696879007054.1199
4666.666666666667,	10006.666666666666,	1e+28,	-3583850171592.1196
4666.666666666667,	13338.888888888887,	1e+28,	-6033396285306.207
4666.666666666667,	16671.11111111111,	1e+28,	-8862489804014.977
4666.666666666667,	20003.333333333332,	1e+28,	-11951793638516.986
4666.666666666667,	23335.555555555555,	1e+28,	-15251439157686.828
4666.666666666667,	26667.777777777774,	1e+28,	-18733625109005.54
4666.666666666667,	30000.0,	1e+28,	-22385579615434.57
5733.333333333333,	10.0,	1e+28,	0
5733.333333333333,	3342.2222222222217,	1e+28,	-567234074286.4591
5733.333333333333,	6674.444444444443,	1e+28,	-1924847227022.2205
5733.333333333333,	10006.666666666666,	1e+28,	-3998932882943.824
5733.333333333333,	13338.888888888887,	1e+28,	-6665691375562.642
5733.333333333333,	16671.11111111111,	1e+28,	-9736059431605.527
5733.333333333333,	20003.333333333332,	1e+28,	-13086652649729.564
5733.333333333333,	23335.555555555555,	1e+28,	-16664370619996.617
5733.333333333333,	26667.777777777774,	1e+28,	-20438159520368.582
5733.333333333333,	30000.0,	1e+28,	-24391530926993.23
6799.999999999999,	10.0,	1e+28,	0
6799.999999999999,	3342.2222222222217,	1e+28,	-648411957565.382
6799.999999999999,	6674.444444444443,	1e+28,	-2152815513435.8608
6799.999999999999,	10006.666666666666,	1e+28,	-4414015800233.731
6799.999999999999,	13338.888888888887,	1e+28,	-7297986585283.257
6799.999999999999,	16671.11111111111,	1e+28,	-10609630692592.748
6799.999999999999,	20003.333333333332,	1e+28,	-14221512383440.014
6799.999999999999,	23335.555555555555,	1e+28,	-18077295220547.742
6799.999999999999,	26667.777777777774,	1e+28,	-22142699314199.582
6799.999999999999,	30000.0,	1e+28,	-26397481547278.2
7866.666666666666,	10.0,	1e+28,	0
7866.666666666666,	3342.2222222222217,	1e+28,	-729589859310.7886
7866.666666666666,	6674.444444444443,	1e+28,	-2380783805973.5557
7866.666666666666,	10006.666666666666,	1e+28,	-4829098940276.499
7866.666666666666,	13338.888888888887,	1e+28,	-7930282343881.998
7866.666666666666,	16671.11111111111,	1e+28,	-11483202585241.617
7866.666666666666,	20003.333333333332,	1e+28,	-15356373780595.01
7866.666666666666,	23335.555555555555,	1e+28,	-19490213046844.605
7866.666666666666,	26667.777777777774,	1e+28,	-23847235343394.785
7866.666666666666,	30000.0,	1e+28,	-28403437666752.164
8933.333333333334,	10.0,	1e+28,	0
8933.333333333334,	3342.2222222222217,	1e+28,	-810767779578.8862
8933.333333333334,	6674.444444444443,	1e+28,	-2608752105061.0728
8933.333333333334,	10006.666666666666,	1e+28,	-5244182334255.347
8933.333333333334,	13338.888888888887,	1e+28,	-8562578381432.755
8933.333333333334,	16671.11111111111,	1e+28,	-12356775498524.414
8933.333333333334,	20003.333333333332,	1e+28,	-16491236613151.19
8933.333333333334,	23335.555555555555,	1e+28,	-20903119731882.582
8933.333333333334,	26667.777777777774,	1e+28,	-25551782173999.688
8933.333333333334,	30000.0,	1e+28,	-30409402915075.098
10000.0,	10.0,	1e+28,	0
10000.0,	3342.2222222222217,	1e+28,	-891945718230.3113
10000.0,	6674.444444444443,	1e+28,	-2836720407741.105
10000.0,	10006.666666666666,	1e+28,	-5659265826552.421
10000.0,	13338.888888888887,	1e+28,	-9194874612851.758
10000.0,	16671.11111111111,	1e+28,	-13230348611664.88
10000.0,	20003.333333333332,	1e+28,	-17626100377119.56
10000.0,	23335.555555555555,	1e+28,	-22316035316487.777
10000.0,	26667.777777777774,	1e+28,	-27256328740100.63
10000.0,	30000.0,	1e+28,	-32415366037057.81
